"","Region","Search_Term_Value","Year","Search_Term"
"2025","Wyoming",68,"2011","Cigarette"
"2026","Wisconsin",68,"2011","Cigarette"
"2027","Kansas",68,"2011","Cigarette"
"2028","Nevada",66,"2011","Cigarette"
"2029","Washington",66,"2011","Cigarette"
"2030","District of Columbia",66,"2011","Cigarette"
"2031","Maryland",65,"2011","Cigarette"
"2032","Nebraska",65,"2011","Cigarette"
"2033","Texas",64,"2011","Cigarette"
"2034","Minnesota",64,"2011","Cigarette"
"2035","Iowa",63,"2011","Cigarette"
"2036","California",63,"2011","Cigarette"
"2037","Idaho",63,"2011","Cigarette"
"2038","Colorado",61,"2011","Cigarette"
"2039","Oregon",59,"2011","Cigarette"
"2040","Utah",47,"2011","Cigarette"
"2041","West Virginia",100,"2012","Cigarette"
"2042","Kentucky",99,"2012","Cigarette"
"2043","Pennsylvania",97,"2012","Cigarette"
"2044","Missouri",93,"2012","Cigarette"
"2045","Indiana",92,"2012","Cigarette"
"2046","New Jersey",92,"2012","Cigarette"
"2047","Ohio",91,"2012","Cigarette"
"2048","New York",90,"2012","Cigarette"
"2049","Hawaii",89,"2012","Cigarette"
"2050","New Mexico",89,"2012","Cigarette"
"2051","Rhode Island",88,"2012","Cigarette"
"2052","Alabama",87,"2012","Cigarette"
"2053","Illinois",87,"2012","Cigarette"
"2054","North Carolina",87,"2012","Cigarette"
"2055","Florida",87,"2012","Cigarette"
"2056","Michigan",86,"2012","Cigarette"
"2057","Louisiana",86,"2012","Cigarette"
"2058","Connecticut",86,"2012","Cigarette"
"2059","Oklahoma",86,"2012","Cigarette"
"2060","Arizona",86,"2012","Cigarette"
"2061","North Dakota",85,"2012","Cigarette"
"2062","Arkansas",85,"2012","Cigarette"
"2063","Vermont",84,"2012","Cigarette"
"2064","South Carolina",83,"2012","Cigarette"
"2065","Washington",83,"2012","Cigarette"
"2066","Massachusetts",82,"2012","Cigarette"
"2067","Wyoming",82,"2012","Cigarette"
"2068","Tennessee",82,"2012","Cigarette"
"2069","Maine",82,"2012","Cigarette"
"2070","Wisconsin",82,"2012","Cigarette"
"2071","District of Columbia",81,"2012","Cigarette"
"2072","New Hampshire",81,"2012","Cigarette"
"2073","Virginia",81,"2012","Cigarette"
"2074","California",80,"2012","Cigarette"
"2075","Nevada",80,"2012","Cigarette"
"2076","Minnesota",79,"2012","Cigarette"
"2077","Georgia",79,"2012","Cigarette"
"2078","Mississippi",78,"2012","Cigarette"
"2079","Alaska",78,"2012","Cigarette"
"2080","Maryland",78,"2012","Cigarette"
"2081","Texas",77,"2012","Cigarette"
"2082","Delaware",76,"2012","Cigarette"
"2083","Kansas",76,"2012","Cigarette"
"2084","Colorado",76,"2012","Cigarette"
"2085","Idaho",74,"2012","Cigarette"
"2086","Nebraska",74,"2012","Cigarette"
"2087","Oregon",72,"2012","Cigarette"
"2088","South Dakota",71,"2012","Cigarette"
"2089","Montana",67,"2012","Cigarette"
"2090","Iowa",67,"2012","Cigarette"
"2091","Utah",62,"2012","Cigarette"
"2092","Oklahoma",100,"2013","Cigarette"
"2093","Minnesota",92,"2013","Cigarette"
"2094","Nevada",90,"2013","Cigarette"
"2095","Hawaii",89,"2013","Cigarette"
"2096","Missouri",86,"2013","Cigarette"
"2097","Kentucky",85,"2013","Cigarette"
"2098","Illinois",85,"2013","Cigarette"
"2099","New Mexico",83,"2013","Cigarette"
"2100","Wyoming",82,"2013","Cigarette"
"2101","Kansas",80,"2013","Cigarette"
"2102","Arizona",79,"2013","Cigarette"
"2103","Indiana",77,"2013","Cigarette"
"2104","Louisiana",76,"2013","Cigarette"
"2105","Florida",76,"2013","Cigarette"
"2106","Texas",76,"2013","Cigarette"
"2107","Mississippi",76,"2013","Cigarette"
"2108","New Jersey",76,"2013","Cigarette"
"2109","Massachusetts",75,"2013","Cigarette"
"2110","Washington",75,"2013","Cigarette"
"2111","West Virginia",75,"2013","Cigarette"
"2112","South Carolina",75,"2013","Cigarette"
"2113","Pennsylvania",74,"2013","Cigarette"
"2114","Tennessee",74,"2013","Cigarette"
"2115","Utah",74,"2013","Cigarette"
"2116","Ohio",73,"2013","Cigarette"
"2117","Alabama",73,"2013","Cigarette"
"2118","Michigan",73,"2013","Cigarette"
"2119","Georgia",71,"2013","Cigarette"
"2120","New York",71,"2013","Cigarette"
"2121","North Carolina",71,"2013","Cigarette"
"2122","California",70,"2013","Cigarette"
"2123","Connecticut",70,"2013","Cigarette"
"2124","Virginia",69,"2013","Cigarette"
"2125","Wisconsin",68,"2013","Cigarette"
"2126","Delaware",68,"2013","Cigarette"
"2127","Arkansas",68,"2013","Cigarette"
"2128","Vermont",67,"2013","Cigarette"
"2129","Maryland",66,"2013","Cigarette"
"2130","Nebraska",66,"2013","Cigarette"
"2131","Montana",66,"2013","Cigarette"
"2132","North Dakota",66,"2013","Cigarette"
"2133","Rhode Island",65,"2013","Cigarette"
"2134","Alaska",65,"2013","Cigarette"
"2135","Colorado",65,"2013","Cigarette"
"2136","Idaho",65,"2013","Cigarette"
"2137","Maine",64,"2013","Cigarette"
"2138","Iowa",64,"2013","Cigarette"
"2139","New Hampshire",62,"2013","Cigarette"
"2140","District of Columbia",58,"2013","Cigarette"
"2141","South Dakota",57,"2013","Cigarette"
"2142","Oregon",56,"2013","Cigarette"
"2143","Kentucky",100,"2014","Cigarette"
"2144","Kansas",97,"2014","Cigarette"
"2145","West Virginia",92,"2014","Cigarette"
"2146","Missouri",90,"2014","Cigarette"
"2147","Tennessee",90,"2014","Cigarette"
"2148","North Carolina",90,"2014","Cigarette"
"2149","Alabama",88,"2014","Cigarette"
"2150","Ohio",88,"2014","Cigarette"
"2151","Louisiana",86,"2014","Cigarette"
"2152","Michigan",86,"2014","Cigarette"
"2153","Indiana",84,"2014","Cigarette"
"2154","Illinois",84,"2014","Cigarette"
"2155","Oklahoma",84,"2014","Cigarette"
"2156","Georgia",84,"2014","Cigarette"
"2157","South Carolina",82,"2014","Cigarette"
"2158","Wisconsin",82,"2014","Cigarette"
"2159","Florida",82,"2014","Cigarette"
"2160","Pennsylvania",82,"2014","Cigarette"
"2161","Minnesota",80,"2014","Cigarette"
"2162","Colorado",80,"2014","Cigarette"
"2163","Arizona",79,"2014","Cigarette"
"2164","Nebraska",79,"2014","Cigarette"
"2165","North Dakota",79,"2014","Cigarette"
"2166","Texas",78,"2014","Cigarette"
"2167","Washington",78,"2014","Cigarette"
"2168","Wyoming",78,"2014","Cigarette"
"2169","Arkansas",77,"2014","Cigarette"
"2170","New Mexico",77,"2014","Cigarette"
"2171","Nevada",77,"2014","Cigarette"
"2172","New York",75,"2014","Cigarette"
"2173","Rhode Island",74,"2014","Cigarette"
"2174","Connecticut",74,"2014","Cigarette"
"2175","Mississippi",73,"2014","Cigarette"
"2176","Alaska",73,"2014","Cigarette"
"2177","Iowa",73,"2014","Cigarette"
"2178","Vermont",73,"2014","Cigarette"
"2179","Montana",72,"2014","Cigarette"
"2180","Massachusetts",72,"2014","Cigarette"
"2181","Maine",71,"2014","Cigarette"
"2182","District of Columbia",71,"2014","Cigarette"
"2183","New Hampshire",71,"2014","Cigarette"
"2184","New Jersey",71,"2014","Cigarette"
"2185","Maryland",69,"2014","Cigarette"
"2186","Virginia",69,"2014","Cigarette"
"2187","Idaho",69,"2014","Cigarette"
"2188","Delaware",69,"2014","Cigarette"
"2189","Oregon",67,"2014","Cigarette"
"2190","South Dakota",66,"2014","Cigarette"
"2191","Hawaii",66,"2014","Cigarette"
"2192","Utah",66,"2014","Cigarette"
"2193","California",63,"2014","Cigarette"
"2194","Kentucky",100,"2015","Cigarette"
"2195","West Virginia",97,"2015","Cigarette"
"2196","Indiana",94,"2015","Cigarette"
"2197","Kansas",94,"2015","Cigarette"
"2198","South Carolina",93,"2015","Cigarette"
"2199","Michigan",90,"2015","Cigarette"
"2200","Illinois",89,"2015","Cigarette"
"2201","Missouri",87,"2015","Cigarette"
"2202","Tennessee",87,"2015","Cigarette"
"2203","Ohio",86,"2015","Cigarette"
"2204","Maine",86,"2015","Cigarette"
"2205","Pennsylvania",85,"2015","Cigarette"
"2206","District of Columbia",85,"2015","Cigarette"
"2207","Wisconsin",85,"2015","Cigarette"
"2208","Minnesota",85,"2015","Cigarette"
"2209","Montana",84,"2015","Cigarette"
"2210","Vermont",84,"2015","Cigarette"
"2211","Louisiana",83,"2015","Cigarette"
"2212","Georgia",83,"2015","Cigarette"
"2213","Alabama",82,"2015","Cigarette"
"2214","New York",82,"2015","Cigarette"
"2215","Massachusetts",82,"2015","Cigarette"
"2216","New Hampshire",81,"2015","Cigarette"
"2217","North Dakota",81,"2015","Cigarette"
"2218","North Carolina",80,"2015","Cigarette"
"2219","Oklahoma",80,"2015","Cigarette"
"2220","Texas",79,"2015","Cigarette"
"2221","Nevada",78,"2015","Cigarette"
"2222","Wyoming",78,"2015","Cigarette"
"2223","Rhode Island",77,"2015","Cigarette"
"2224","New Jersey",77,"2015","Cigarette"
"2225","Mississippi",77,"2015","Cigarette"
"2226","Arkansas",76,"2015","Cigarette"
"2227","New Mexico",76,"2015","Cigarette"
"2228","Oregon",74,"2015","Cigarette"
"2229","Arizona",74,"2015","Cigarette"
"2230","Florida",73,"2015","Cigarette"
"2231","Nebraska",73,"2015","Cigarette"
"2232","South Dakota",73,"2015","Cigarette"
"2233","Connecticut",73,"2015","Cigarette"
"2234","Delaware",72,"2015","Cigarette"
"2235","Washington",72,"2015","Cigarette"
"2236","Iowa",72,"2015","Cigarette"
"2237","Hawaii",72,"2015","Cigarette"
"2238","Colorado",71,"2015","Cigarette"
"2239","Virginia",70,"2015","Cigarette"
"2240","Alaska",69,"2015","Cigarette"
"2241","California",68,"2015","Cigarette"
"2242","Maryland",68,"2015","Cigarette"
"2243","Idaho",65,"2015","Cigarette"
"2244","Utah",61,"2015","Cigarette"
"2245","West Virginia",100,"2016","Cigarette"
"2246","Pennsylvania",98,"2016","Cigarette"
"2247","Kentucky",98,"2016","Cigarette"
"2248","Kansas",93,"2016","Cigarette"
"2249","Missouri",92,"2016","Cigarette"
"2250","Indiana",90,"2016","Cigarette"
"2251","Oklahoma",90,"2016","Cigarette"
"2252","Minnesota",86,"2016","Cigarette"
"2253","New York",86,"2016","Cigarette"
"2254","Michigan",85,"2016","Cigarette"
"2255","Arkansas",83,"2016","Cigarette"
"2256","Louisiana",82,"2016","Cigarette"
"2257","Maine",82,"2016","Cigarette"
"2258","Nevada",82,"2016","Cigarette"
"2259","Illinois",82,"2016","Cigarette"
"2260","Ohio",81,"2016","Cigarette"
"2261","Alabama",81,"2016","Cigarette"
"2262","Rhode Island",80,"2016","Cigarette"
"2263","North Dakota",80,"2016","Cigarette"
"2264","Massachusetts",80,"2016","Cigarette"
"2265","Tennessee",80,"2016","Cigarette"
"2266","New Jersey",79,"2016","Cigarette"
"2267","North Carolina",79,"2016","Cigarette"
"2268","Delaware",79,"2016","Cigarette"
"2269","South Carolina",79,"2016","Cigarette"
"2270","Vermont",78,"2016","Cigarette"
"2271","Georgia",78,"2016","Cigarette"
"2272","Arizona",77,"2016","Cigarette"
"2273","New Hampshire",77,"2016","Cigarette"
"2274","Montana",77,"2016","Cigarette"
"2275","New Mexico",76,"2016","Cigarette"
"2276","Wyoming",76,"2016","Cigarette"
"2277","District of Columbia",76,"2016","Cigarette"
"2278","Connecticut",76,"2016","Cigarette"
"2279","Florida",76,"2016","Cigarette"
"2280","Oregon",75,"2016","Cigarette"
"2281","California",75,"2016","Cigarette"
"2282","Wisconsin",74,"2016","Cigarette"
"2283","Virginia",74,"2016","Cigarette"
"2284","Washington",73,"2016","Cigarette"
"2285","Alaska",73,"2016","Cigarette"
"2286","Mississippi",71,"2016","Cigarette"
"2287","Iowa",71,"2016","Cigarette"
"2288","South Dakota",70,"2016","Cigarette"
"2289","Colorado",69,"2016","Cigarette"
"2290","Texas",69,"2016","Cigarette"
"2291","Maryland",68,"2016","Cigarette"
"2292","Nebraska",67,"2016","Cigarette"
"2293","Idaho",67,"2016","Cigarette"
"2294","Utah",66,"2016","Cigarette"
"2295","Hawaii",65,"2016","Cigarette"
"2296","West Virginia",100,"2017","Cigarette"
"2297","Kentucky",93,"2017","Cigarette"
"2298","Pennsylvania",91,"2017","Cigarette"
"2299","Indiana",90,"2017","Cigarette"
"2300","Kansas",88,"2017","Cigarette"
"2301","Michigan",88,"2017","Cigarette"
"2302","Vermont",85,"2017","Cigarette"
"2303","Oklahoma",85,"2017","Cigarette"
"2304","Missouri",85,"2017","Cigarette"
"2305","Arkansas",83,"2017","Cigarette"
"2306","Tennessee",83,"2017","Cigarette"
"2307","Maine",82,"2017","Cigarette"
"2308","Delaware",80,"2017","Cigarette"
"2309","Massachusetts",80,"2017","Cigarette"
"2310","Nevada",80,"2017","Cigarette"
"2311","Louisiana",80,"2017","Cigarette"
"2312","New York",79,"2017","Cigarette"
"2313","Illinois",78,"2017","Cigarette"
"2314","Florida",78,"2017","Cigarette"
"2315","Ohio",77,"2017","Cigarette"
"2316","Oregon",76,"2017","Cigarette"
"2317","North Dakota",76,"2017","Cigarette"
"2318","Montana",76,"2017","Cigarette"
"2319","California",76,"2017","Cigarette"
"2320","Minnesota",76,"2017","Cigarette"
"2321","Rhode Island",76,"2017","Cigarette"
"2322","North Carolina",75,"2017","Cigarette"
"2323","Wyoming",75,"2017","Cigarette"
"2324","District of Columbia",75,"2017","Cigarette"
"2325","Alabama",75,"2017","Cigarette"
"2326","New Hampshire",75,"2017","Cigarette"
"2327","Mississippi",74,"2017","Cigarette"
"2328","New Jersey",74,"2017","Cigarette"
"2329","Colorado",73,"2017","Cigarette"
"2330","Iowa",73,"2017","Cigarette"
"2331","Virginia",72,"2017","Cigarette"
"2332","Arizona",71,"2017","Cigarette"
"2333","Connecticut",71,"2017","Cigarette"
"2334","Georgia",71,"2017","Cigarette"
"2335","South Carolina",71,"2017","Cigarette"
"2336","Texas",70,"2017","Cigarette"
"2337","Wisconsin",69,"2017","Cigarette"
"2338","South Dakota",69,"2017","Cigarette"
"2339","Alaska",69,"2017","Cigarette"
"2340","Washington",68,"2017","Cigarette"
"2341","Maryland",67,"2017","Cigarette"
"2342","New Mexico",65,"2017","Cigarette"
"2343","Nebraska",63,"2017","Cigarette"
"2344","Hawaii",63,"2017","Cigarette"
"2345","Idaho",61,"2017","Cigarette"
"2346","Utah",60,"2017","Cigarette"
"2347","West Virginia",100,"2018","Cigarette"
"2348","Kentucky",97,"2018","Cigarette"
"2349","Oklahoma",88,"2018","Cigarette"
"2350","Indiana",86,"2018","Cigarette"
"2351","Pennsylvania",86,"2018","Cigarette"
"2352","Missouri",85,"2018","Cigarette"
"2353","Ohio",84,"2018","Cigarette"
"2354","Arkansas",84,"2018","Cigarette"
"2355","Delaware",81,"2018","Cigarette"
"2356","Nevada",80,"2018","Cigarette"
"2357","Kansas",80,"2018","Cigarette"
"2358","Tennessee",78,"2018","Cigarette"
"2359","Illinois",78,"2018","Cigarette"
"2360","Mississippi",77,"2018","Cigarette"
"2361","Oregon",77,"2018","Cigarette"
"2362","Maine",77,"2018","Cigarette"
"2363","Michigan",76,"2018","Cigarette"
"2364","North Carolina",75,"2018","Cigarette"
"2365","Alabama",75,"2018","Cigarette"
"2366","Vermont",74,"2018","Cigarette"
"2367","Louisiana",74,"2018","Cigarette"
"2368","Alaska",74,"2018","Cigarette"
"2369","South Dakota",73,"2018","Cigarette"
"2370","Arizona",73,"2018","Cigarette"
"2371","North Dakota",72,"2018","Cigarette"
"2372","Montana",72,"2018","Cigarette"
"2373","Iowa",72,"2018","Cigarette"
"2374","New York",72,"2018","Cigarette"
"2375","New Hampshire",72,"2018","Cigarette"
"2376","New Jersey",71,"2018","Cigarette"
"2377","Rhode Island",71,"2018","Cigarette"
"2378","Minnesota",70,"2018","Cigarette"
"2379","Wisconsin",70,"2018","Cigarette"
"2380","Virginia",70,"2018","Cigarette"
"2381","Massachusetts",70,"2018","Cigarette"
"2382","Wyoming",69,"2018","Cigarette"
"2383","South Carolina",69,"2018","Cigarette"
"2384","Maryland",69,"2018","Cigarette"
"2385","Georgia",68,"2018","Cigarette"
"2386","Connecticut",68,"2018","Cigarette"
"2387","Texas",67,"2018","Cigarette"
"2388","Washington",67,"2018","Cigarette"
"2389","Colorado",67,"2018","Cigarette"
"2390","Florida",65,"2018","Cigarette"
"2391","California",65,"2018","Cigarette"
"2392","New Mexico",64,"2018","Cigarette"
"2393","Idaho",62,"2018","Cigarette"
"2394","Nebraska",57,"2018","Cigarette"
"2395","District of Columbia",56,"2018","Cigarette"
"2396","Utah",55,"2018","Cigarette"
"2397","Hawaii",55,"2018","Cigarette"
"2398","West Virginia",100,"2019","Cigarette"
"2399","Indiana",97,"2019","Cigarette"
"2400","Kentucky",95,"2019","Cigarette"
"2401","Tennessee",86,"2019","Cigarette"
"2402","Arkansas",86,"2019","Cigarette"
"2403","Missouri",84,"2019","Cigarette"
"2404","Illinois",83,"2019","Cigarette"
"2405","Nevada",81,"2019","Cigarette"
"2406","Oklahoma",81,"2019","Cigarette"
"2407","Ohio",81,"2019","Cigarette"
"2408","Pennsylvania",80,"2019","Cigarette"
"2409","Michigan",79,"2019","Cigarette"
"2410","Mississippi",78,"2019","Cigarette"
"2411","Vermont",78,"2019","Cigarette"
"2412","North Carolina",77,"2019","Cigarette"
"2413","Louisiana",77,"2019","Cigarette"
"2414","Oregon",76,"2019","Cigarette"
"2415","Iowa",76,"2019","Cigarette"
"2416","Virginia",76,"2019","Cigarette"
"2417","Delaware",75,"2019","Cigarette"
"2418","South Carolina",74,"2019","Cigarette"
"2419","Arizona",74,"2019","Cigarette"
"2420","Kansas",74,"2019","Cigarette"
"2421","South Dakota",72,"2019","Cigarette"
"2422","New Hampshire",72,"2019","Cigarette"
"2423","Minnesota",72,"2019","Cigarette"
"2424","Wisconsin",72,"2019","Cigarette"
"2425","Texas",72,"2019","Cigarette"
"2426","Maine",71,"2019","Cigarette"
"2427","Massachusetts",71,"2019","Cigarette"
"2428","Montana",71,"2019","Cigarette"
"2429","North Dakota",71,"2019","Cigarette"
"2430","Georgia",70,"2019","Cigarette"
"2431","Rhode Island",70,"2019","Cigarette"
"2432","Alabama",70,"2019","Cigarette"
"2433","New Mexico",69,"2019","Cigarette"
"2434","New York",68,"2019","Cigarette"
"2435","Florida",67,"2019","Cigarette"
"2436","New Jersey",67,"2019","Cigarette"
"2437","Connecticut",66,"2019","Cigarette"
"2438","Wyoming",65,"2019","Cigarette"
"2439","Washington",65,"2019","Cigarette"
"2440","Alaska",64,"2019","Cigarette"
"2441","Idaho",64,"2019","Cigarette"
"2442","Colorado",63,"2019","Cigarette"
"2443","California",63,"2019","Cigarette"
"2444","Maryland",62,"2019","Cigarette"
"2445","Nebraska",61,"2019","Cigarette"
"2446","Hawaii",58,"2019","Cigarette"
"2447","Utah",55,"2019","Cigarette"
"2448","District of Columbia",54,"2019","Cigarette"
"2449","South Carolina",100,"2004","Cocaine"
"2450","West Virginia",97,"2004","Cocaine"
"2451","Connecticut",89,"2004","Cocaine"
"2452","Wyoming",85,"2004","Cocaine"
"2453","Rhode Island",82,"2004","Cocaine"
"2454","Pennsylvania",80,"2004","Cocaine"
"2455","North Carolina",79,"2004","Cocaine"
"2456","Michigan",79,"2004","Cocaine"
"2457","Wisconsin",79,"2004","Cocaine"
"2458","Florida",78,"2004","Cocaine"
"2459","Vermont",77,"2004","Cocaine"
"2460","New York",76,"2004","Cocaine"
"2461","Delaware",75,"2004","Cocaine"
"2462","Mississippi",75,"2004","Cocaine"
"2463","South Dakota",73,"2004","Cocaine"
"2464","Kansas",72,"2004","Cocaine"
"2465","Massachusetts",72,"2004","Cocaine"
"2466","Alabama",71,"2004","Cocaine"
"2467","New Jersey",71,"2004","Cocaine"
"2468","Alaska",71,"2004","Cocaine"
"2469","New Mexico",71,"2004","Cocaine"
"2470","Kentucky",70,"2004","Cocaine"
"2471","North Dakota",69,"2004","Cocaine"
"2472","Colorado",69,"2004","Cocaine"
"2473","Nevada",69,"2004","Cocaine"
"2474","Washington",69,"2004","Cocaine"
"2475","Ohio",68,"2004","Cocaine"
"2476","Missouri",67,"2004","Cocaine"
"2477","Georgia",67,"2004","Cocaine"
"2478","Indiana",66,"2004","Cocaine"
"2479","Illinois",66,"2004","Cocaine"
"2480","Texas",66,"2004","Cocaine"
"2481","Maryland",65,"2004","Cocaine"
"2482","Virginia",65,"2004","Cocaine"
"2483","Arizona",65,"2004","Cocaine"
"2484","Montana",64,"2004","Cocaine"
"2485","Iowa",64,"2004","Cocaine"
"2486","Maine",63,"2004","Cocaine"
"2487","Oregon",63,"2004","Cocaine"
"2488","New Hampshire",60,"2004","Cocaine"
"2489","Oklahoma",59,"2004","Cocaine"
"2490","Nebraska",59,"2004","Cocaine"
"2491","Tennessee",58,"2004","Cocaine"
"2492","Louisiana",56,"2004","Cocaine"
"2493","California",55,"2004","Cocaine"
"2494","Utah",54,"2004","Cocaine"
"2495","Minnesota",54,"2004","Cocaine"
"2496","Hawaii",54,"2004","Cocaine"
"2497","District of Columbia",53,"2004","Cocaine"
"2498","Arkansas",51,"2004","Cocaine"
"2499","Idaho",40,"2004","Cocaine"
"2500","Rhode Island",100,"2005","Cocaine"
"2501","Connecticut",96,"2005","Cocaine"
"2502","West Virginia",93,"2005","Cocaine"
"2503","Delaware",91,"2005","Cocaine"
"2504","Vermont",84,"2005","Cocaine"
"2505","New York",80,"2005","Cocaine"
"2506","North Dakota",80,"2005","Cocaine"
"2507","South Carolina",79,"2005","Cocaine"
"2508","Ohio",79,"2005","Cocaine"
"2509","New Hampshire",79,"2005","Cocaine"
